CMDLINE C:/Users/Hertzian/Documents/msys2/ucrt64/bin/python.exe bar.py
MEM 38.578125 1730130430.5883
MEM 38.648438 1730130430.6887
MEM 38.648438 1730130430.7893
MEM 38.648438 1730130430.8912
MEM 38.718750 1730130430.9920
MEM 38.718750 1730130431.0927
MEM 38.718750 1730130431.1929
MEM 38.718750 1730130431.2932
MEM 38.718750 1730130431.3941
MEM 38.718750 1730130431.4950
MEM 38.792969 1730130431.5958
MEM 38.792969 1730130431.6962
MEM 38.792969 1730130431.7971
MEM 38.796875 1730130431.8980
MEM 38.796875 1730130431.9988
MEM 38.796875 1730130432.0991
MEM 38.796875 1730130432.2000
MEM 38.796875 1730130432.3010
MEM 39.195312 1730130432.4015
MEM 39.195312 1730130432.5023
MEM 39.195312 1730130432.6028
MEM 39.195312 1730130432.7032
MEM 39.195312 1730130432.8037
MEM 39.195312 1730130432.9042
MEM 39.304688 1730130433.0052
MEM 39.304688 1730130433.1060
MEM 39.304688 1730130433.2063
MEM 39.371094 1730130433.3067
MEM 39.371094 1730130433.4075
MEM 39.371094 1730130433.5080
MEM 39.371094 1730130433.6088
MEM 39.371094 1730130433.7096
MEM 39.433594 1730130433.8103
MEM 39.433594 1730130433.9105
MEM 39.433594 1730130434.0108
MEM 39.511719 1730130434.1117
MEM 39.511719 1730130434.2125
MEM 39.511719 1730130434.3134
MEM 39.511719 1730130434.4142
MEM 39.582031 1730130434.5151
MEM 39.582031 1730130434.6154
MEM 39.582031 1730130434.7162
MEM 39.582031 1730130434.8170
MEM 39.582031 1730130434.9179
MEM 39.582031 1730130435.0187
MEM 39.582031 1730130435.1196
MEM 39.585938 1730130435.2204
MEM 39.585938 1730130435.3213
MEM 39.648438 1730130435.4221
MEM 39.648438 1730130435.5228
MEM 39.648438 1730130435.6231
MEM 39.718750 1730130435.7234
MEM 39.718750 1730130435.8238
MEM 39.718750 1730130435.9246
MEM 39.718750 1730130436.0251
MEM 39.781250 1730130436.1256
MEM 39.781250 1730130436.2260
MEM 39.781250 1730130436.3264
MEM 39.792969 1730130436.4269
MEM 39.792969 1730130436.5277
MEM 39.792969 1730130436.6285
MEM 39.792969 1730130436.7289
MEM 39.792969 1730130436.8294
MEM 39.792969 1730130436.9299
MEM 39.792969 1730130437.0304
MEM 39.792969 1730130437.1309
MEM 41.238281 1730130437.2316
MEM 41.238281 1730130437.3318
MEM 39.804688 1730130437.4320
MEM 39.804688 1730130437.5323
MEM 39.804688 1730130437.6331
MEM 40.195312 1730130437.7338
MEM 40.195312 1730130437.8341
MEM 40.257812 1730130437.9349
MEM 40.257812 1730130438.0357
MEM 40.257812 1730130438.1361
MEM 40.257812 1730130438.2369
MEM 40.289062 1730130438.3377
MEM 40.289062 1730130438.4379
MEM 40.289062 1730130438.5388
MEM 40.777344 1730130438.6396
MEM 40.777344 1730130438.7403
MEM 40.777344 1730130438.8412
MEM 40.777344 1730130438.9420
MEM 40.777344 1730130439.0429
MEM 40.777344 1730130439.1437
MEM 40.777344 1730130439.2445
MEM 40.777344 1730130439.3454
MEM 40.800781 1730130439.4462
MEM 40.800781 1730130439.5472
MEM 40.800781 1730130439.6480
MEM 40.800781 1730130439.7484
MEM 40.800781 1730130439.8488
MEM 40.800781 1730130439.9493
MEM 40.832031 1730130440.0497
MEM 40.832031 1730130440.1502
MEM 40.832031 1730130440.2506
MEM 40.863281 1730130440.3515
MEM 40.863281 1730130440.4520
MEM 40.871094 1730130440.5524
MEM 40.871094 1730130440.6533
MEM 40.871094 1730130440.7536
MEM 40.921875 1730130440.8539
MEM 40.921875 1730130440.9547
MEM 40.921875 1730130441.0551
MEM 40.921875 1730130441.1556
MEM 40.921875 1730130441.2560
MEM 40.921875 1730130441.3565
MEM 40.953125 1730130441.4573
MEM 40.953125 1730130441.5578
MEM 40.957031 1730130441.6587
MEM 40.957031 1730130441.7591
MEM 40.957031 1730130441.8596
MEM 40.957031 1730130441.9604
MEM 40.957031 1730130442.0611
MEM 40.957031 1730130442.1620
MEM 40.957031 1730130442.2628
MEM 40.957031 1730130442.3636
MEM 40.957031 1730130442.4645
MEM 40.957031 1730130442.5652
MEM 40.957031 1730130442.6655
MEM 40.960938 1730130442.7662
MEM 40.960938 1730130442.8670
MEM 40.964844 1730130442.9673
MEM 36.359375 1730130443.0685
