CMDLINE C:/Users/Hertzian/Documents/msys2/ucrt64/bin/python.exe bar.py
MEM 38.441406 1730129316.9526
MEM 38.441406 1730129317.0531
MEM 38.441406 1730129317.1536
MEM 38.441406 1730129317.2540
MEM 38.511719 1730129317.3549
MEM 38.511719 1730129317.4554
MEM 38.511719 1730129317.5558
MEM 38.511719 1730129317.6563
MEM 38.511719 1730129317.7568
MEM 38.511719 1730129317.8571
MEM 38.515625 1730129317.9579
MEM 38.585938 1730129318.0592
MEM 38.585938 1730129318.1595
MEM 38.585938 1730129318.2604
MEM 38.589844 1730129318.3611
MEM 38.589844 1730129318.4614
MEM 38.589844 1730129318.5623
MEM 38.589844 1730129318.6631
MEM 38.988281 1730129318.7638
MEM 38.988281 1730129318.8646
MEM 38.988281 1730129318.9654
MEM 38.988281 1730129319.0662
MEM 38.988281 1730129319.1671
MEM 39.441406 1730129319.2679
MEM 39.441406 1730129319.3687
MEM 39.441406 1730129319.4695
MEM 39.507812 1730129319.5703
MEM 39.507812 1730129319.6711
MEM 39.507812 1730129319.7720
MEM 39.507812 1730129319.8724
MEM 39.507812 1730129319.9730
MEM 39.507812 1730129320.0734
MEM 39.570312 1730129320.1743
MEM 39.570312 1730129320.2748
MEM 39.570312 1730129320.3753
MEM 39.570312 1730129320.4763
MEM 39.644531 1730129320.5771
MEM 39.644531 1730129320.6774
MEM 39.644531 1730129320.7779
MEM 39.644531 1730129320.8787
MEM 39.644531 1730129320.9796
MEM 39.644531 1730129321.0804
MEM 39.644531 1730129321.1813
MEM 39.648438 1730129321.2822
MEM 39.714844 1730129321.3829
MEM 39.714844 1730129321.4833
MEM 39.714844 1730129321.5842
MEM 39.714844 1730129321.6850
MEM 39.714844 1730129321.7858
MEM 39.714844 1730129321.8862
MEM 39.714844 1730129321.9870
MEM 39.714844 1730129322.0879
MEM 39.718750 1730129322.1886
MEM 39.718750 1730129322.2888
MEM 39.718750 1730129322.3891
MEM 39.781250 1730129322.4898
MEM 39.781250 1730129322.5904
MEM 39.781250 1730129322.6908
MEM 39.851562 1730129322.7916
MEM 39.851562 1730129322.8918
MEM 39.851562 1730129322.9922
MEM 39.851562 1730129323.0931
MEM 39.914062 1730129323.1938
MEM 39.914062 1730129323.2940
MEM 39.914062 1730129323.3943
MEM 39.925781 1730129323.4951
MEM 39.925781 1730129323.5960
MEM 39.925781 1730129323.6965
MEM 39.925781 1730129323.7974
MEM 39.925781 1730129323.8979
MEM 39.925781 1730129323.9984
MEM 39.937500 1730129324.0989
MEM 41.371094 1730129324.1996
MEM 39.917969 1730129324.3000
MEM 39.917969 1730129324.4004
MEM 39.917969 1730129324.5010
MEM 40.332031 1730129324.6017
MEM 40.332031 1730129324.7021
MEM 40.332031 1730129324.8029
MEM 40.351562 1730129324.9032
MEM 40.351562 1730129325.0041
MEM 40.351562 1730129325.1049
MEM 40.410156 1730129325.2057
MEM 40.410156 1730129325.3066
MEM 40.410156 1730129325.4075
MEM 40.761719 1730129325.5084
MEM 40.761719 1730129325.6090
MEM 40.761719 1730129325.7094
MEM 40.761719 1730129325.8102
MEM 40.761719 1730129325.9105
MEM 40.761719 1730129326.0114
MEM 40.761719 1730129326.1123
MEM 40.804688 1730129326.2131
MEM 40.804688 1730129326.3138
MEM 40.804688 1730129326.4142
MEM 40.804688 1730129326.5151
MEM 40.804688 1730129326.6160
MEM 40.804688 1730129326.7169
MEM 40.855469 1730129326.8176
MEM 40.855469 1730129326.9183
MEM 40.855469 1730129327.0186
MEM 40.886719 1730129327.1190
MEM 40.886719 1730129327.2194
MEM 40.886719 1730129327.3199
MEM 40.886719 1730129327.4207
MEM 40.886719 1730129327.5212
MEM 41.164062 1730129327.6216
MEM 41.164062 1730129327.7221
MEM 41.164062 1730129327.8230
MEM 41.164062 1730129327.9235
MEM 41.164062 1730129328.0239
MEM 41.164062 1730129328.1244
MEM 41.187500 1730129328.2252
MEM 41.187500 1730129328.3257
MEM 41.214844 1730129328.4262
MEM 41.214844 1730129328.5266
MEM 41.214844 1730129328.6272
MEM 41.214844 1730129328.7280
MEM 41.214844 1730129328.8282
MEM 39.812500 1730129328.9286
MEM 39.812500 1730129329.0294
MEM 39.812500 1730129329.1297
MEM 40.476562 1730129329.2305
MEM 40.476562 1730129329.3312
MEM 40.480469 1730129329.4315
MEM 40.480469 1730129329.5323
MEM 39.964844 1730129329.6331
