CMDLINE C:/Users/Hertzian/Documents/msys2/ucrt64/bin/python.exe bar.py
MEM 37.453125 1730131615.1286
MEM 37.835938 1730131615.2293
MEM 37.835938 1730131615.3301
MEM 37.835938 1730131615.4310
MEM 37.882812 1730131615.5320
MEM 37.882812 1730131615.6323
MEM 37.882812 1730131615.7328
MEM 37.929688 1730131615.8336
MEM 37.929688 1730131615.9339
MEM 37.929688 1730131616.0343
MEM 37.929688 1730131616.1348
MEM 37.929688 1730131616.2353
MEM 37.929688 1730131616.3357
MEM 37.929688 1730131616.4361
MEM 37.929688 1730131616.5366
MEM 37.984375 1730131616.6371
MEM 37.984375 1730131616.7375
MEM 37.984375 1730131616.8379
MEM 38.027344 1730131616.9388
MEM 38.027344 1730131617.0392
MEM 38.027344 1730131617.1397
MEM 38.074219 1730131617.2406
MEM 38.074219 1730131617.3410
MEM 38.074219 1730131617.4415
MEM 38.074219 1730131617.5420
MEM 38.074219 1730131617.6425
MEM 38.074219 1730131617.7430
MEM 38.074219 1730131617.8435
MEM 38.074219 1730131617.9443
MEM 38.117188 1730131618.0451
MEM 38.117188 1730131618.1455
MEM 38.117188 1730131618.2463
MEM 38.164062 1730131618.3471
MEM 38.164062 1730131618.4479
MEM 38.164062 1730131618.5493
MEM 38.164062 1730131618.6504
MEM 38.386719 1730131618.7511
MEM 38.386719 1730131618.8523
MEM 38.386719 1730131618.9529
MEM 38.386719 1730131619.0536
MEM 38.386719 1730131619.1542
MEM 38.386719 1730131619.2545
MEM 38.386719 1730131619.3552
MEM 38.449219 1730131619.4555
MEM 38.449219 1730131619.5563
MEM 38.449219 1730131619.6566
MEM 38.492188 1730131619.7575
MEM 38.492188 1730131619.8583
MEM 38.492188 1730131619.9590
MEM 38.890625 1730131620.0597
MEM 38.890625 1730131620.1600
MEM 38.890625 1730131620.2605
MEM 38.980469 1730131620.3613
MEM 38.980469 1730131620.4621
MEM 38.980469 1730131620.5626
MEM 39.035156 1730131620.6630
MEM 39.035156 1730131620.7635
MEM 39.035156 1730131620.8640
MEM 39.082031 1730131620.9648
MEM 39.082031 1730131621.0651
MEM 39.082031 1730131621.1656
MEM 39.082031 1730131621.2660
MEM 39.128906 1730131621.3668
MEM 39.128906 1730131621.4670
MEM 39.128906 1730131621.5673
MEM 39.175781 1730131621.6681
MEM 39.175781 1730131621.7684
MEM 39.175781 1730131621.8688
MEM 39.230469 1730131621.9694
MEM 39.230469 1730131622.0697
MEM 39.230469 1730131622.1706
MEM 39.285156 1730131622.2714
MEM 39.285156 1730131622.3721
MEM 39.285156 1730131622.4724
MEM 39.285156 1730131622.5732
MEM 39.335938 1730131622.6739
MEM 39.335938 1730131622.7742
MEM 39.386719 1730131622.8751
MEM 39.386719 1730131622.9758
MEM 39.386719 1730131623.0761
MEM 39.437500 1730131623.1769
MEM 40.937500 1730131623.2776
MEM 39.718750 1730131623.3779
MEM 39.718750 1730131623.4783
MEM 39.718750 1730131623.5792
MEM 40.179688 1730131623.6799
MEM 40.179688 1730131623.7802
MEM 40.179688 1730131623.8810
MEM 40.332031 1730131623.9817
MEM 40.332031 1730131624.0820
MEM 40.332031 1730131624.1827
MEM 40.492188 1730131624.2835
MEM 40.492188 1730131624.3841
MEM 40.492188 1730131624.4850
MEM 40.578125 1730131624.5855
MEM 40.578125 1730131624.6863
MEM 40.578125 1730131624.7867
MEM 40.578125 1730131624.8872
MEM 40.714844 1730131624.9880
MEM 40.714844 1730131625.0885
MEM 40.714844 1730131625.1890
MEM 40.937500 1730131625.2898
MEM 40.937500 1730131625.3902
MEM 40.957031 1730131625.4907
MEM 40.964844 1730131625.5915
MEM 40.964844 1730131625.6920
MEM 41.019531 1730131625.7924
MEM 41.019531 1730131625.8927
MEM 41.019531 1730131625.9930
MEM 41.023438 1730131626.0933
MEM 41.023438 1730131626.1940
MEM 41.023438 1730131626.2949
MEM 39.847656 1730131626.3957
MEM 39.847656 1730131626.4965
MEM 39.906250 1730131626.5974
MEM 40.398438 1730131626.6982
MEM 40.398438 1730131626.7986
MEM 40.746094 1730131626.8994
MEM 40.746094 1730131627.0002
MEM 40.746094 1730131627.1011
MEM 40.992188 1730131627.2019
MEM 40.992188 1730131627.3027
MEM 39.910156 1730131627.4035
MEM 39.914062 1730131627.5042
MEM 39.914062 1730131627.6046
MEM 40.566406 1730131627.7053
MEM 40.566406 1730131627.8060
MEM 40.566406 1730131627.9062
MEM 40.574219 1730131628.0063
MEM 40.574219 1730131628.1065
MEM 40.574219 1730131628.2071
MEM 40.574219 1730131628.3075
MEM 40.203125 1730131628.4083
